year,age,sex,relig,abany,abpoor,abhlth,abrape
2006,32,2,1,2,2,1,1
2006,54,2,1,2,2,1,2
2006,74,2,1,1,1,1,1
2006,71,1,1,2,2,1,1
2006,38,1,1,2,2,2,2
2006,29,1,1,2,1,1,1
2006,42,1,1,2,2,1,1
2006,22,2,4,1,1,1,1
2006,52,2,4,2,2,1,2
2006,67,2,1,2,2,1,1
2006,29,2,1,2,2,1,1
2006,65,2,1,2,2,1,1
2006,20,1,1,2,2,1,1
2006,51,2,1,2,2,1,2
2006,73,2,1,2,2,1,1
2006,23,2,1,2,2,2,2
2006,43,2,1,1,1,1,1
2006,32,1,1,2,2,1,1
2006,20,1,5,2,2,2,1
2006,40,1,1,2,2,1,1
2006,35,2,1,2,2,2,2
2006,59,2,1,2,2,1,1
2006,67,1,1,2,2,1,2
2006,35,1,13,1,1,1,1
2006,69,1,1,2,2,2,1
2006,46,1,1,1,1,1,1
2006,41,2,1,1,1,1,1
2006,31,1,1,2,2,2,2
2006,43,2,4,1,1,1,1
2006,63,2,1,2,2,1,1
2006,55,1,2,2,2,1,1
2006,30,2,4,1,2,1,1
2006,45,1,1,1,1,1,1
2006,33,2,2,2,2,1,1
2006,63,1,1,2,2,1,1
2006,53,1,1,1,2,2,2
2006,22,2,1,2,2,2,2
2006,63,1,1,2,2,1,1
2006,59,2,1,2,2,1,1
2006,59,2,1,2,2,2,1
2006,64,1,1,2,2,1,1
2006,38,2,1,1,1,1,1
2006,38,1,4,2,2,1,1
2006,39,1,1,2,2,2,2
2006,46,1,1,2,2,1,1
2006,64,1,2,2,2,1,1
2006,23,2,2,2,2,1,1
2006,76,1,1,2,2,1,2
2006,59,1,4,2,2,1,1
2006,56,1,1,1,1,1,1
2006,68,2,2,2,2,1,1
2006,68,2,1,2,2,1,2
2006,36,1,1,1,1,1,1
2006,31,2,1,2,2,1,1
2006,23,1,1,2,2,1,2
2006,69,1,2,2,2,2,2
2006,58,2,2,2,2,1,1
2006,48,1,2,2,2,1,1
2006,60,1,2,2,2,1,1
2006,53,1,1,2,2,2,2
2006,71,2,2,2,2,1,1
2006,54,2,1,2,2,1,2
2006,27,1,1,2,2,1,1
2006,37,2,1,1,1,1,1
2006,39,2,4,1,1,1,1
2006,41,1,1,1,1,1,1
2006,67,1,1,2,2,1,1
2006,40,1,4,1,1,1,1
2006,71,2,1,2,2,1,2
2006,41,1,1,2,2,2,2
2006,28,2,4,1,1,1,1
2006,46,2,1,1,1,1,1
2006,28,2,1,2,2,1,1
2006,49,1,1,1,1,1,1
2006,30,2,4,2,1,1,1
2006,54,1,1,1,1,1,1
2006,26,2,2,2,2,1,1
2006,80,1,1,2,2,1,2
2006,45,1,2,2,1,1,1
2006,42,2,2,2,2,1,1
2006,45,1,1,2,1,1,1
2006,28,2,2,1,1,1,1
2006,57,2,2,2,1,1,1
2006,22,2,4,1,1,1,1
2006,68,2,1,1,1,1,1
2006,60,1,1,1,1,1,1
2006,70,2,2,2,2,1,1
2006,35,1,2,2,2,1,1
2006,30,1,2,2,2,1,1
2006,58,1,1,2,2,2,2
2006,21,1,2,2,1,1,1
2006,59,1,2,1,1,1,1
2006,71,1,1,2,2,1,1
2006,53,2,2,1,1,1,1
2006,58,2,1,2,2,1,2
2006,55,1,4,1,1,1,1
2006,75,2,1,2,2,1,1
2006,80,2,1,2,2,2,2
2006,33,2,1,2,2,1,1
2006,25,1,2,2,2,1,1
2006,65,2,1,2,2,1,1
2006,66,2,1,2,2,1,1
2006,73,1,1,2,2,1,1
2006,51,1,1,1,1,1,1
2006,70,2,1,2,2,1,1
2006,78,1,1,1,1,1,1
2006,25,2,4,2,2,2,2
2006,54,1,4,1,1,1,1
2006,59,1,1,2,2,1,1
2006,70,2,1,2,2,1,2
2006,35,1,4,1,1,1,1
2006,37,1,2,2,2,1,1
2006,36,2,4,2,1,1,1
2006,47,2,6,1,1,1,1
2006,50,2,1,2,2,1,1
2006,22,2,4,1,1,1,1
2006,53,1,1,1,1,1,1
2006,68,1,1,1,1,1,1
2006,31,1,2,2,2,1,1
2006,49,1,2,2,2,1,1
2006,54,1,1,1,1,1,1
2006,36,2,2,2,1,1,2
2006,41,2,1,2,2,1,1
2006,37,2,2,1,1,1,1
2006,57,2,1,2,2,1,2
2006,66,2,1,1,1,1,1
2006,36,1,1,2,2,1,1
2006,40,2,1,1,1,1,1
2006,35,2,1,2,2,1,2
2006,55,1,4,1,1,1,1
2006,81,2,1,1,1,1,1
2006,54,1,1,2,2,2,2
2006,46,2,1,2,2,1,1
2006,53,2,1,1,1,1,1
2006,64,2,1,2,2,1,1
2006,33,2,2,2,2,1,2
2006,48,2,10,1,1,1,1
2006,69,1,2,2,2,1,2
2006,27,1,2,1,1,1,1
2006,64,2,2,2,2,1,1
2006,43,2,2,1,1,1,1
2006,39,2,4,1,1,1,1
2006,44,1,1,2,2,1,1
2006,45,2,2,2,1,1,1
2006,51,2,1,2,2,1,1
2006,35,2,2,2,2,1,1
2006,40,2,1,2,2,1,2
2006,87,2,3,1,1,1,1
2006,74,1,2,2,2,1,2
2006,64,2,1,1,1,1,1
2006,54,1,1,2,1,1,1
2006,60,2,1,1,1,1,1
2006,36,2,4,1,1,1,1
2006,26,1,2,2,2,1,2
2006,51,2,1,2,2,2,1
2006,23,1,2,2,1,1,1
2006,44,2,1,1,1,1,1
2006,88,2,1,2,1,1,1
2006,47,1,1,2,2,1,1
2006,50,2,2,1,1,1,1
2006,23,2,4,2,2,2,1
2006,42,1,1,2,1,1,1
2006,62,1,4,1,1,1,1
2006,33,2,4,1,1,1,1
2006,33,1,2,1,2,1,1
2006,67,1,2,1,1,1,1
2006,43,1,4,1,1,1,1
2006,19,2,4,1,1,1,1
2006,24,2,4,1,1,1,1
2006,62,1,1,1,1,1,1
2006,81,1,1,2,2,1,2
2006,47,2,1,2,2,2,2
2006,23,2,1,2,2,1,2
2016,47,1,4,1,1,1,1
2016,72,1,2,2,2,1,1
2016,43,2,2,2,2,1,1
2016,55,2,4,1,1,1,1
2016,50,1,4,1,1,1,1
2016,23,2,2,1,1,1,1
2016,71,1,4,1,1,1,1
2016,86,2,1,1,1,1,1
2016,60,2,1,1,1,1,1
2016,33,2,5,1,1,1,1
2016,56,1,1,2,2,1,1
2016,43,1,1,1,1,1,1
2016,37,2,2,2,2,1,1
2016,25,2,2,2,2,1,1
2016,75,2,10,1,1,1,1
2016,68,2,2,2,2,1,1
2016,55,1,4,1,2,1,1
2016,58,2,2,2,2,1,1
2016,43,2,1,1,1,1,1
2016,58,2,1,2,2,2,2
2016,40,2,1,1,1,1,1
2016,36,2,4,1,1,1,1
2016,28,1,4,1,1,1,1
2016,33,1,4,1,1,1,1
2016,23,1,3,1,1,1,1
2016,70,2,3,1,1,1,1
2016,41,1,2,1,1,1,1
2016,53,2,2,1,1,1,1
2016,59,2,3,1,1,1,1
2016,35,2,2,2,2,1,1
2016,30,1,2,2,2,1,2
2016,39,2,4,2,2,1,1
2016,60,2,1,2,2,2,2
2016,74,2,2,2,2,1,2
2016,74,2,1,1,1,1,1
2016,57,2,1,1,1,1,1
2016,35,2,4,1,1,1,1
2016,36,2,1,1,1,1,1
2016,37,2,1,1,1,1,1
2016,78,2,1,1,1,1,1
2016,42,1,4,2,1,1,1
2016,35,2,4,1,1,1,1
2016,33,1,2,2,2,1,1
2016,44,1,2,1,2,1,1
2016,41,1,1,1,1,1,1
2016,52,1,4,1,1,1,1
2016,41,2,2,2,2,1,1
2016,41,2,2,2,2,2,2
2016,68,1,3,2,1,1,1
2016,72,1,4,2,2,1,1
2016,50,1,4,1,1,1,1
2016,40,1,4,1,1,1,1
2016,33,1,4,1,1,1,1
2016,27,1,4,1,1,1,1
2016,58,2,1,1,1,1,1
2016,66,1,2,1,1,1,1
2016,89,2,2,1,2,1,1
2016,29,2,2,2,1,1,1
2016,52,2,2,1,1,1,1
2016,50,1,2,2,2,1,1
2016,25,2,1,2,2,1,1
2016,54,2,3,1,1,1,1
2016,29,2,1,1,1,1,1
2016,75,2,3,1,1,1,1
2016,81,1,3,1,1,1,1
2016,55,2,1,1,1,1,1
2016,52,2,2,1,1,1,1
2016,33,2,2,1,1,1,1
2016,56,1,2,2,2,1,1
2016,49,2,2,2,2,1,1
2016,26,1,1,1,1,1,1
2016,36,1,2,1,2,1,1
2016,27,2,2,1,2,1,1
2016,60,2,11,1,1,1,1
2016,48,1,3,2,2,1,1
2016,47,2,1,2,1,1,1
2016,36,2,2,2,2,1,1
2016,64,2,1,2,2,1,1
2016,38,2,4,2,2,1,1
2016,62,1,2,2,1,1,2
2016,62,2,1,2,2,2,2
2016,65,2,1,2,2,1,1
2016,60,1,2,2,2,1,2
2016,47,2,4,1,1,1,1
2016,43,2,4,1,1,1,1
2016,30,1,4,1,1,1,1
2016,39,1,1,1,1,1,1
2016,61,2,2,1,1,1,1
2016,58,1,4,1,1,1,1
2016,31,1,2,2,2,1,1
2016,52,2,6,2,2,1,2
2016,46,2,2,2,2,1,1
2016,54,1,2,1,1,1,1
2016,61,2,2,2,2,1,1
2016,65,2,2,2,2,1,1
2016,66,2,1,1,1,1,1
2016,41,2,4,1,1,1,1
2016,50,1,1,1,1,1,1
2016,75,1,4,2,2,1,2
2016,27,1,4,1,1,1,1
2016,55,1,4,1,1,1,1
2016,51,2,2,1,1,1,1
2016,56,1,2,1,1,1,1
2016,41,2,13,1,1,1,1
2016,67,1,2,1,1,1,1
2016,38,2,4,1,1,1,1
2016,76,2,2,2,2,2,2
2016,66,1,4,1,1,1,1
2016,46,1,1,1,1,1,1
2016,67,1,1,1,1,1,1
2016,34,1,1,2,2,2,2
2016,29,2,1,2,1,2,2
2016,39,2,2,2,2,1,2
2016,51,2,2,2,2,1,1
2016,40,2,2,2,2,2,2
2016,32,1,2,2,1,1,1
2016,79,2,1,1,2,1,1
2016,49,1,1,2,2,1,2
2016,22,1,4,1,2,1,1
2016,30,1,1,1,1,1,1
2016,47,1,4,1,1,1,1
2016,37,1,4,1,1,1,1
2016,38,2,2,1,1,1,1
2016,46,1,10,1,1,1,1
2016,21,1,1,1,2,1,1
2016,43,1,1,2,2,1,1
2016,45,2,1,2,2,1,1
2016,77,1,1,2,2,1,2
2016,45,2,2,2,2,1,1
2016,47,1,1,2,2,2,2
2016,41,1,2,1,1,1,1
2016,25,1,4,1,1,1,1
2016,45,1,4,1,1,1,1
2016,48,2,2,1,2,1,2
2016,25,1,7,2,2,1,1
2016,33,2,2,1,2,1,2
2016,70,2,1,2,2,2,2
2016,66,2,2,2,2,2,2
2016,81,1,2,2,1,1,1
2016,48,2,4,1,1,1,1
2016,43,1,1,2,2,1,2
2016,34,2,4,1,1,1,1
2016,32,1,2,2,2,1,1
2016,51,1,4,2,2,1,2
2016,44,2,4,1,1,1,1
2016,36,2,1,2,2,1,1
2016,35,2,1,1,1,1,1
2016,19,1,1,1,1,1,1
2016,30,2,2,2,2,1,1
2016,62,1,3,1,2,1,1
2016,35,2,1,2,2,1,1
2016,41,1,2,2,2,2,2
2016,62,2,1,1,1,1,1
2016,20,1,2,1,2,1,1
2016,47,2,1,1,1,1,1
2016,44,1,1,2,2,2,2
2016,44,2,2,2,2,1,1
2016,62,2,4,1,1,1,1
2016,69,2,1,2,2,1,1
2016,48,1,1,2,2,2,2
2016,59,1,1,2,2,2,2
2016,54,2,2,1,1,1,1
2016,49,2,1,1,1,1,1
2016,83,2,1,2,2,1,2
2016,38,1,4,1,1,1,1
2016,28,1,2,1,1,1,1
2016,73,2,1,2,2,2,1
2016,31,2,1,1,1,1,1
2016,50,1,4,1,1,1,1
2016,67,2,4,1,1,1,1
2016,41,1,2,2,2,2,2
2016,60,2,6,1,1,1,1
2016,36,2,2,1,1,1,1
2016,39,2,4,1,1,1,1
2016,23,2,4,2,1,1,1
2016,63,2,1,1,1,1,1
2016,40,1,9,2,2,1,2
2016,40,1,4,1,2,1,1
2016,30,2,2,1,1,1,1
2016,60,1,2,1,1,1,1
2016,43,1,1,2,2,1,2
2016,28,1,2,1,2,2,2
2016,69,2,2,1,1,1,1
2016,27,2,2,2,2,1,1
2016,62,2,1,1,2,1,1
2016,74,1,1,1,1,1,1
2016,32,2,2,2,2,1,2
2016,68,2,1,1,1,1,1
2016,39,1,4,2,1,1,2
2016,21,2,2,2,1,1,1
2016,52,2,2,1,1,1,1
2016,46,1,2,1,1,1,1
2016,56,1,1,1,1,1,1
2016,42,1,4,2,2,2,2
2016,35,1,2,2,2,1,2
2016,58,1,1,2,2,1,2
2016,59,2,1,1,2,1,1
2016,44,1,2,1,1,1,1
2016,62,2,2,2,2,2,2
2016,51,2,4,2,2,1,2
2016,40,2,1,1,1,1,1
2016,52,1,1,2,2,1,1
2016,52,2,2,2,2,1,2
2016,36,2,4,1,1,1,1
2016,64,2,4,2,2,1,2
2016,62,2,1,2,1,1,1
2016,35,2,1,2,2,2,2
2016,36,2,4,2,2,2,2
2016,62,2,2,2,2,1,1
2016,30,1,4,1,1,1,1
2016,79,1,1,1,1,1,1
2016,60,2,2,1,1,1,1
2016,59,1,1,1,1,1,1
2016,53,2,1,2,2,1,2
2016,47,1,4,1,1,1,1
2016,41,2,9,1,2,1,1
2016,64,1,1,2,2,2,2
2016,80,2,7,2,2,1,1
2016,29,2,5,1,1,1,1
2016,64,1,3,2,2,1,1
2016,40,2,1,1,1,1,1
2016,71,2,1,2,1,1,1
2016,74,2,4,1,1,1,1
2016,41,2,9,2,2,1,1
2016,38,1,4,1,1,1,1
2016,25,1,2,2,2,1,1
2016,25,2,2,1,2,1,1
2016,26,2,1,1,1,1,1
2016,34,2,4,1,1,1,1
2016,36,1,1,1,1,1,1
2016,59,1,2,1,2,1,1
2016,45,2,1,1,2,1,2
2016,44,1,4,2,1,1,1
2016,66,2,2,1,1,1,1
2016,43,2,4,1,1,1,1
2016,44,1,2,2,2,2,2
2016,37,1,1,2,2,1,1
2016,48,1,1,2,2,1,1
2016,25,1,1,2,2,1,1
2016,44,2,1,1,1,1,1
2016,63,2,1,2,2,1,2
2016,64,2,2,2,1,1,2
2016,31,2,1,1,1,1,1
2016,53,2,4,1,1,1,1
2016,59,1,4,1,1,1,1
2016,47,1,2,1,1,1,1
2016,29,1,4,1,1,1,1
2016,61,1,1,2,2,1,1
2016,66,1,4,2,2,1,1
2016,26,1,4,1,1,1,1
2016,29,2,1,1,1,1,1
2016,30,1,4,1,1,1,1
2016,56,1,1,1,1,1,1
2016,28,1,1,2,2,1,1
2016,65,1,2,1,1,1,1
2016,49,1,1,1,1,1,1
2016,30,2,2,2,2,1,1
2016,67,1,4,1,1,1,1
2016,65,1,2,2,2,2,2
2016,63,2,11,1,1,1,1
2016,34,2,7,2,1,1,1
2016,37,2,1,2,2,1,1
2016,81,1,2,2,2,1,1
2016,58,2,1,1,1,1,1
2016,37,2,4,1,1,1,1
2016,31,1,2,1,1,1,1
2016,57,2,2,1,1,1,1
2016,59,2,4,1,1,1,1
2016,59,1,3,1,1,1,1
2016,59,2,2,1,1,1,1
2016,29,1,3,1,1,1,1
2016,28,1,4,1,1,1,1
2016,61,2,4,1,1,1,1
2016,34,2,1,1,1,1,1
2016,48,1,2,1,1,1,1
2016,27,1,4,1,1,1,1
2016,26,2,1,2,2,2,2
2016,31,2,2,2,2,1,2
2016,44,2,2,2,2,1,1
2016,73,1,1,1,1,1,1
2016,37,1,4,1,1,1,1
2016,82,2,2,2,2,2,2
2016,29,1,4,2,2,1,2
2016,32,1,4,1,1,1,1
2016,50,1,2,2,2,1,2
2016,34,1,2,1,2,1,1
2016,58,2,2,1,1,1,1
2016,58,2,2,2,2,1,1
2016,22,1,3,1,1,1,1
2016,24,2,4,2,1,1,1
2016,20,1,1,2,2,1,2
2016,54,2,2,1,1,1,1
2016,55,2,2,2,2,1,1
2016,42,2,2,1,1,1,1
2016,68,2,1,1,1,1,1
2016,59,2,1,2,2,1,1
2016,32,1,1,1,2,1,1
2016,51,1,2,1,2,1,1
2016,34,2,4,1,2,1,1
2016,45,2,2,1,1,1,1
2016,58,1,2,1,1,1,1
2016,47,2,2,1,1,1,1
2016,50,1,1,1,1,1,1
2016,33,2,1,1,1,1,1
2016,23,2,2,2,1,1,1
2016,33,1,4,1,1,1,1
2016,51,2,4,1,1,1,1
2016,52,2,4,1,1,1,1
2016,69,1,4,1,1,1,1
2016,74,2,2,1,1,1,1
2016,76,2,4,1,1,1,1
2016,47,1,2,1,1,1,1
2016,31,2,1,1,2,1,1
2016,87,2,2,1,1,1,1
2016,58,2,4,1,1,1,1
2016,27,2,1,1,1,1,1
2016,32,2,1,1,1,1,1
2016,24,1,2,2,2,1,1
2016,19,2,4,1,1,1,1
2016,41,1,4,1,1,1,1
2016,33,1,7,1,1,1,1
2016,48,1,1,2,2,2,2
2016,47,2,2,2,2,1,1
2016,72,2,2,1,1,1,1
2016,60,2,4,1,1,1,1
2016,45,2,2,2,2,2,2
2016,70,2,2,1,1,1,1
2016,37,2,1,2,2,1,1
2016,39,2,1,1,1,1,1
2016,57,2,1,2,2,1,1
2016,55,2,1,1,1,1,1
2016,28,1,4,2,2,2,2
2016,64,2,1,1,1,1,1
2016,63,1,1,2,2,1,1
2016,47,2,1,1,1,1,1
2016,38,1,2,1,1,1,1
2016,74,2,1,2,2,1,1
2016,34,1,4,1,1,1,1
2016,42,1,1,1,1,1,1
2016,46,2,1,2,2,1,1
2016,51,1,1,2,2,1,2
2016,54,2,1,1,2,1,1
2016,36,1,2,2,2,1,1
2016,76,1,1,2,2,1,2
2016,33,2,11,2,2,1,2
2016,69,2,1,1,2,1,1
2016,32,1,1,2,2,1,1
2016,48,2,4,2,2,1,1
2016,72,2,2,2,2,2,2
2016,85,2,1,2,1,1,1
2016,68,2,1,2,2,1,1
2016,52,1,2,2,2,1,1
2016,80,2,1,1,1,1,1
2016,67,1,1,1,1,1,1
2016,31,2,4,1,1,1,1
2016,47,2,1,1,1,1,1
2016,53,2,1,2,2,1,1
2016,47,2,1,2,2,1,2
2016,57,1,1,2,2,1,1
2016,55,2,1,2,2,2,2
2016,62,2,1,2,2,1,1
2016,26,2,2,2,2,2,2
2016,73,2,3,2,2,1,1
2016,57,2,1,2,2,1,1
2016,48,2,1,1,1,1,1
2016,58,2,2,2,2,2,2
2016,79,2,3,1,1,1,1
2016,55,1,5,1,1,1,1
2016,54,2,1,1,1,1,1
2016,52,2,11,2,2,1,2
2016,80,2,1,2,2,1,1
2016,69,2,1,1,1,1,1
2016,49,2,4,1,1,1,1
2016,51,2,4,1,1,1,1
2016,34,1,4,2,2,1,1
2016,29,2,7,2,2,1,2
2016,44,2,4,1,1,1,1
2016,54,1,1,2,2,1,1
2016,48,2,1,2,2,1,2
2016,33,1,4,1,1,1,1
2016,31,2,4,1,1,1,1
2016,47,1,4,1,1,1,1
2016,58,1,1,1,1,1,1
2016,49,2,1,2,2,1,1
2016,23,1,4,1,1,1,1
2016,61,2,11,2,2,2,2
2016,40,1,4,1,1,1,1
2016,57,2,2,1,1,1,1
2016,27,1,1,1,1,1,1
2016,74,2,1,2,2,1,1
2016,57,2,4,1,2,1,1
2016,27,2,3,1,1,1,1
2016,33,2,2,2,2,1,1
2016,39,1,7,1,1,1,1
2016,34,1,7,2,1,2,1
2016,28,1,2,1,1,1,1
2016,30,1,1,2,2,1,1
2016,68,2,1,1,1,1,1
2016,55,1,1,2,2,1,1
2016,59,1,1,1,1,1,1
2016,60,2,1,2,2,1,1
2016,19,1,2,2,2,2,2
2016,27,1,1,2,2,1,1
2016,33,2,4,1,2,1,1
2016,56,1,1,2,2,1,2
2016,53,1,2,2,1,1,2
2016,32,1,1,2,1,1,1
2016,21,1,2,2,2,1,2
2016,22,2,2,2,2,1,1
2016,40,1,2,1,1,1,1
2016,22,1,2,1,1,1,1
2016,35,2,4,1,1,1,1
2016,64,2,1,1,2,1,1
2016,51,2,2,2,2,1,2
2016,36,1,2,2,2,1,1
2016,37,1,4,1,1,1,1
2016,25,2,2,2,2,1,2
2016,44,1,1,2,2,2,2
2016,40,2,4,2,2,2,2
2016,59,2,1,2,2,1,1
2016,26,1,4,1,1,1,1
2016,27,1,2,2,2,1,1
2016,69,2,2,2,2,1,2
2016,53,2,1,2,2,1,1
2016,52,1,1,2,2,2,2
2016,60,2,4,2,2,1,2
2016,60,1,4,1,1,1,1
2016,59,2,1,1,1,1,1
2016,57,1,4,1,1,1,1
2016,40,2,2,2,2,1,1
2016,51,2,1,1,1,1,1
2016,77,2,1,2,2,1,2
2016,56,2,1,2,2,2,1
2016,48,2,1,1,1,1,1
2016,36,2,4,2,2,1,2
2016,28,2,2,1,2,1,1
2016,23,1,4,1,1,1,1
2016,29,2,9,2,2,1,1
2016,38,2,1,2,2,1,1
2016,78,1,4,1,1,1,1
2016,67,2,1,1,2,1,1
2016,68,1,8,1,1,1,1
2016,42,1,1,2,2,1,1
2016,65,2,4,2,1,1,1
2016,77,2,1,2,2,1,1
2016,62,2,1,2,2,1,2
2016,51,1,2,2,1,1,1
2016,28,2,1,1,1,1,1
2016,53,2,1,2,2,1,1
2016,40,2,1,1,1,1,1
2016,51,1,2,1,1,1,1
2016,65,1,1,2,2,1,1
2016,51,2,1,2,2,1,1
2016,60,1,1,1,1,1,1
2016,57,1,1,1,1,1,1
2016,53,2,1,2,2,2,1
2016,56,1,1,1,1,2,2
2016,21,2,2,1,1,1,1
2016,24,2,1,1,1,1,1
2016,87,2,1,2,2,1,2
2016,22,2,1,1,1,1,1
2016,27,2,1,1,1,1,1
2016,20,1,2,2,2,1,1
2016,31,2,4,2,2,1,2
2016,51,2,4,1,1,1,1
2016,54,2,1,1,1,1,1
2016,81,2,3,1,1,1,1
2016,65,1,1,2,2,2,2
2016,75,1,4,1,2,2,2
2016,46,1,2,2,2,1,1
2016,53,1,4,1,1,1,1
2016,45,2,4,1,1,1,1
2016,52,2,1,1,1,1,1
2016,56,2,2,1,1,1,1
2016,58,2,1,2,2,1,2
2016,69,2,1,1,1,1,1
2016,67,2,1,2,2,1,1
2016,54,2,1,2,2,1,2
2016,53,1,4,1,1,1,1
2016,47,2,1,1,1,1,1
2016,63,2,4,2,1,2,1
2016,32,2,1,1,1,1,1
2016,23,2,4,2,2,1,1
2016,38,2,1,2,2,2,1
2016,51,1,4,1,1,1,1
2016,66,2,1,1,1,1,1
2016,54,1,2,1,1,1,1
2016,68,1,2,2,2,1,1
2016,58,1,2,2,2,1,2
2016,33,2,1,2,2,1,1
2016,66,2,2,2,2,1,1
2016,27,1,6,1,1,1,1
2016,53,1,1,2,1,1,1
2016,54,1,1,2,2,1,2
2016,67,1,2,1,2,1,1
2016,65,2,2,2,2,2,2
2016,27,2,1,2,2,2,1
2016,28,1,4,2,2,1,1
2016,27,2,4,1,1,1,1
2016,60,1,2,1,2,2,2
2016,74,2,1,2,2,1,1
2016,44,2,1,1,1,1,1
2016,63,1,1,2,2,1,1
2016,72,2,1,2,2,1,1
2016,25,1,1,1,2,1,1
2016,35,1,2,1,1,1,1
2016,56,1,1,2,1,1,1
2016,75,1,2,1,2,1,1
2016,43,2,1,1,1,1,1
2016,61,2,4,1,1,1,1
2016,46,2,4,1,2,1,1
2016,53,1,2,2,2,1,1
2016,35,2,4,1,1,1,1
2016,47,1,5,2,2,1,1
2016,81,2,1,2,2,1,1
2016,77,2,2,2,2,2,2
2016,54,1,1,1,1,1,1
2016,43,1,1,1,2,1,1
2016,27,2,1,2,2,1,2
2016,30,2,7,1,1,1,1
2016,52,1,1,2,1,1,1
2016,55,2,4,1,1,1,1
2016,40,1,1,1,1,1,1
2016,81,2,1,2,2,1,1
2016,66,2,4,1,1,1,1
2016,78,2,1,1,2,1,1
2016,33,2,4,1,1,1,1
2016,23,1,2,2,2,2,2
2016,22,2,4,2,1,1,1
2016,87,2,2,1,1,1,1
2016,35,1,1,1,1,1,1
2016,44,2,4,1,1,1,1
2016,19,2,1,2,2,2,2
2016,42,2,4,2,2,2,1
2016,43,2,4,2,2,2,2
2016,30,2,1,2,1,1,1
2016,51,2,2,2,2,2,2
2016,39,2,1,2,2,1,2
2016,66,1,2,1,1,1,1
2016,19,2,4,2,2,1,1
2016,30,1,4,2,2,1,1
2016,37,2,5,1,1,1,1
2016,50,1,1,2,2,1,2
2016,35,2,2,2,2,1,1
2016,70,2,2,2,2,1,2
2016,33,2,1,2,2,2,2
2016,51,1,2,2,2,1,1
2016,62,1,1,2,2,1,2
2016,46,2,4,2,2,1,2
2016,47,1,1,2,2,2,2
2016,56,2,1,1,2,1,1
2016,27,2,11,1,1,1,1
2016,27,2,1,2,2,2,2
2016,63,2,4,1,1,1,1
2016,35,1,1,2,1,1,1
2016,79,2,2,2,2,1,1
2016,47,1,4,2,2,1,1
2016,44,2,1,2,2,1,1
2016,43,2,4,1,2,1,1
2016,28,2,9,2,2,1,2
2016,44,2,2,1,1,1,1
2016,54,2,1,2,2,1,1
2016,79,2,1,1,1,1,1
2016,28,2,4,2,2,1,1
2016,52,1,4,2,2,1,1
2016,29,1,4,1,1,1,1
2016,73,2,2,1,2,1,1
2016,57,1,2,2,2,1,1
2016,51,1,2,2,2,2,2
2016,65,1,1,1,1,1,1
2016,28,1,4,2,2,1,1
2016,25,1,4,1,1,1,1
2016,40,1,4,2,1,1,2
2016,56,1,1,1,2,2,2
2016,27,1,1,2,2,1,1
2016,59,2,5,1,2,1,1
2016,56,1,1,2,2,2,2
2016,61,2,1,2,2,1,1
2016,56,2,1,1,1,1,1
2016,35,2,2,1,1,1,1
2016,57,1,1,2,2,1,1
2016,50,2,2,2,2,1,1
2016,25,1,4,1,1,1,1
2016,59,2,1,2,2,2,2
2016,73,1,2,1,1,1,1
2016,60,1,2,2,2,1,2
2016,84,1,1,2,2,1,2
2016,57,2,2,2,2,1,1
2016,35,2,2,1,1,1,1
2016,28,2,9,2,2,1,2
2016,42,2,4,1,1,1,1
2016,38,2,4,1,2,1,1
2016,69,1,2,2,2,2,2
2016,68,1,2,1,1,1,1
2016,44,1,4,1,1,1,1
2016,67,1,1,2,2,1,1
2016,45,2,1,1,1,1,1
2016,68,2,1,1,1,1,1
2016,34,2,1,2,2,1,2
2016,24,2,4,1,1,1,1
2016,22,1,2,1,1,1,1
2016,35,2,1,2,1,1,2
2016,64,2,2,1,1,1,1
2016,26,1,1,1,1,1,1
2016,63,1,3,1,1,1,1
2016,32,1,9,1,2,1,2
2016,61,1,1,1,1,1,1
2016,40,1,4,1,1,1,1
2016,64,2,1,2,2,1,2
2016,41,1,1,2,2,1,1
2016,55,1,2,2,2,1,1
2016,65,2,1,1,1,1,1
2016,43,1,6,1,1,1,1
2016,56,1,4,1,1,1,1
2016,67,2,4,1,1,1,1
2016,69,1,1,2,1,1,1
2016,43,2,1,2,2,1,1
2016,46,2,2,2,2,2,2
2016,34,1,1,2,2,1,1
2016,56,1,2,1,2,1,1
2016,25,2,1,2,2,1,1
2016,77,2,2,2,1,1,1
2016,30,1,4,1,1,1,1
2016,70,2,5,1,1,1,1
2016,79,1,1,2,2,1,1
2016,59,1,1,2,2,1,1
2016,68,1,2,2,2,2,2
2016,29,1,1,1,1,2,1
2016,27,2,1,2,2,1,1
2016,47,1,1,2,2,1,1
2016,35,1,1,2,2,1,1
2016,54,1,4,1,1,1,1
2016,31,1,1,1,1,1,1
2016,55,2,2,2,2,1,1
2016,61,2,1,1,1,1,2
2016,26,1,4,1,1,1,1
2016,60,2,1,1,1,1,1
2016,25,1,1,1,1,1,1
2016,56,1,1,2,2,2,2
2016,57,1,1,1,1,2,1
2016,82,1,1,2,1,1,1
2016,29,1,4,1,2,1,1
2016,35,2,1,2,2,1,1
2016,56,1,2,2,2,1,1
2016,82,1,4,1,1,1,1
2016,39,1,1,2,2,1,1
2016,22,1,4,1,1,1,1
2016,52,2,4,1,1,1,1
